SignId,Id,X,Y,Z,Retro,Angle,Distance,UTC,R,G,B,H,S,V,pX,pY
7,51402,33.7872536,-84.4058483,245.394,0.79,-0.199,6.363,66093.33300,-1,-1,-1,-1.0,-1.000,-1.000,0.173,0.310
7,51403,33.7872536,-84.4058483,245.328,0.79,-0.209,6.373,66093.33300,-1,-1,-1,-1.0,-1.000,-1.000,0.173,0.395
7,51404,33.7872536,-84.4058483,245.260,0.78,-0.219,6.391,66093.33300,-1,-1,-1,-1.0,-1.000,-1.000,0.173,0.483
7,51405,33.7872534,-84.4058480,245.201,0.78,-0.230,6.371,66093.33300,-1,-1,-1,-1.0,-1.000,-1.000,0.143,0.559
7,51406,33.7872534,-84.4058479,245.137,0.78,-0.240,6.372,66093.33300,-1,-1,-1,-1.0,-1.000,-1.000,0.145,0.642
7,51407,33.7872534,-84.4058479,245.069,0.78,-0.250,6.391,66093.33300,-1,-1,-1,-1.0,-1.000,-1.000,0.145,0.730
7,51408,33.7872533,-84.4058479,245.002,0.76,-0.261,6.406,66093.33300,-1,-1,-1,-1.0,-1.000,-1.000,0.131,0.817
7,51470,33.7872532,-84.4058485,245.492,0.75,-0.189,6.217,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.124,0.183
7,51471,33.7872532,-84.4058485,245.426,0.78,-0.199,6.231,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.124,0.269
7,51472,33.7872531,-84.4058483,245.365,0.79,-0.209,6.223,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.103,0.348
7,51473,33.7872530,-84.4058481,245.303,0.77,-0.219,6.221,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.086,0.428
7,51474,33.7872530,-84.4058482,245.236,0.78,-0.230,6.245,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.087,0.514
7,51475,33.7872529,-84.4058481,245.174,0.78,-0.240,6.241,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.071,0.594
7,51476,33.7872529,-84.4058480,245.110,0.78,-0.250,6.251,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.072,0.677
7,51477,33.7872529,-84.4058479,245.045,0.71,-0.260,6.260,66093.34600,-1,-1,-1,-1.0,-1.000,-1.000,0.075,0.761
7,51538,33.7872528,-84.4058488,245.454,0.61,-0.199,6.113,66093.35900,-1,-1,-1,-1.0,-1.000,-1.000,0.101,0.233
7,51539,33.7872526,-84.4058483,245.400,0.77,-0.209,6.078,66093.35900,-1,-1,-1,-1.0,-1.000,-1.000,0.037,0.302
7,51540,33.7872525,-84.4058482,245.339,0.76,-0.219,6.079,66093.35900,-1,-1,-1,-1.0,-1.000,-1.000,0.019,0.381
7,51541,33.7872525,-84.4058481,245.278,0.74,-0.230,6.079,66093.35900,-1,-1,-1,-1.0,-1.000,-1.000,0.014,0.460
7,51542,33.7872525,-84.4058483,245.209,0.71,-0.240,6.114,66093.35900,-1,-1,-1,-1.0,-1.000,-1.000,0.028,0.549
7,51543,33.7872525,-84.4058482,245.147,0.71,-0.250,6.118,66093.35900,-1,-1,-1,-1.0,-1.000,-1.000,0.019,0.629
7,51544,33.7872524,-84.4058481,245.085,0.59,-0.260,6.125,66093.35900,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.709
8,53865,33.7872575,-84.4059128,245.537,0.75,-0.178,7.008,66093.86500,-1,-1,-1,-1.0,-1.000,-1.000,1.000,0.000
8,53866,33.7872574,-84.4059127,245.466,0.80,-0.189,7.014,66093.86500,-1,-1,-1,-1.0,-1.000,-1.000,0.980,0.192
8,53867,33.7872574,-84.4059127,245.394,0.79,-0.199,7.020,66093.86500,-1,-1,-1,-1.0,-1.000,-1.000,0.980,0.386
8,53868,33.7872574,-84.4059128,245.317,0.78,-0.209,7.047,66093.86500,-1,-1,-1,-1.0,-1.000,-1.000,0.980,0.595
8,53869,33.7872574,-84.4059127,245.246,0.76,-0.219,7.050,66093.86500,-1,-1,-1,-1.0,-1.000,-1.000,0.980,0.786
8,53928,33.7872569,-84.4059127,245.498,0.80,-0.189,6.860,66093.87800,-1,-1,-1,-1.0,-1.000,-1.000,0.880,0.105
8,53929,33.7872569,-84.4059127,245.426,0.80,-0.199,6.873,66093.87900,-1,-1,-1,-1.0,-1.000,-1.000,0.880,0.300
8,53930,33.7872569,-84.4059126,245.357,0.81,-0.209,6.876,66093.87900,-1,-1,-1,-1.0,-1.000,-1.000,0.881,0.486
8,53931,33.7872569,-84.4059127,245.282,0.80,-0.219,6.902,66093.87900,-1,-1,-1,-1.0,-1.000,-1.000,0.880,0.689
8,53932,33.7872568,-84.4059126,245.212,0.78,-0.230,6.907,66093.87900,-1,-1,-1,-1.0,-1.000,-1.000,0.861,0.878
8,53989,33.7872564,-84.4059125,245.534,0.77,-0.189,6.690,66093.89200,-1,-1,-1,-1.0,-1.000,-1.000,0.782,0.008
8,53990,33.7872564,-84.4059127,245.461,0.81,-0.199,6.722,66093.89200,-1,-1,-1,-1.0,-1.000,-1.000,0.780,0.205
8,53991,33.7872564,-84.4059126,245.391,0.80,-0.209,6.730,66093.89200,-1,-1,-1,-1.0,-1.000,-1.000,0.781,0.395
8,53992,33.7872563,-84.4059125,245.323,0.81,-0.219,6.736,66093.89200,-1,-1,-1,-1.0,-1.000,-1.000,0.762,0.578
8,53993,33.7872563,-84.4059125,245.253,0.81,-0.230,6.746,66093.89200,-1,-1,-1,-1.0,-1.000,-1.000,0.762,0.768
8,53994,33.7872563,-84.4059124,245.183,0.77,-0.240,6.758,66093.89200,-1,-1,-1,-1.0,-1.000,-1.000,0.763,0.957
8,54044,33.7872559,-84.4059126,245.496,0.81,-0.199,6.567,66093.90500,-1,-1,-1,-1.0,-1.000,-1.000,0.681,0.111
8,54045,33.7872559,-84.4059125,245.430,0.80,-0.209,6.571,66093.90500,-1,-1,-1,-1.0,-1.000,-1.000,0.682,0.289
8,54046,33.7872558,-84.4059124,245.363,0.81,-0.219,6.574,66093.90500,-1,-1,-1,-1.0,-1.000,-1.000,0.663,0.470
8,54047,33.7872559,-84.4059126,245.290,0.81,-0.230,6.607,66093.90500,-1,-1,-1,-1.0,-1.000,-1.000,0.681,0.668
8,54048,33.7872558,-84.4059126,245.219,0.81,-0.240,6.625,66093.90500,-1,-1,-1,-1.0,-1.000,-1.000,0.661,0.859
8,54102,33.7872554,-84.4059127,245.529,0.77,-0.199,6.424,66093.91800,-1,-1,-1,-1.0,-1.000,-1.000,0.580,0.022
8,54103,33.7872554,-84.4059126,245.463,0.81,-0.209,6.429,66093.91800,-1,-1,-1,-1.0,-1.000,-1.000,0.581,0.200
8,54104,33.7872553,-84.4059125,245.398,0.80,-0.219,6.431,66093.91900,-1,-1,-1,-1.0,-1.000,-1.000,0.562,0.376
8,54105,33.7872553,-84.4059125,245.329,0.81,-0.230,6.453,66093.91900,-1,-1,-1,-1.0,-1.000,-1.000,0.562,0.562
8,54106,33.7872553,-84.4059125,245.263,0.80,-0.240,6.460,66093.91900,-1,-1,-1,-1.0,-1.000,-1.000,0.562,0.741
8,54107,33.7872553,-84.4059124,245.196,0.81,-0.250,6.471,66093.91900,-1,-1,-1,-1.0,-1.000,-1.000,0.564,0.922
8,54162,33.7872549,-84.4059126,245.498,0.81,-0.209,6.282,66093.93200,-1,-1,-1,-1.0,-1.000,-1.000,0.481,0.105
8,54163,33.7872548,-84.4059125,245.436,0.80,-0.219,6.281,66093.93200,-1,-1,-1,-1.0,-1.000,-1.000,0.463,0.273
8,54164,33.7872548,-84.4059125,245.369,0.82,-0.230,6.299,66093.93200,-1,-1,-1,-1.0,-1.000,-1.000,0.463,0.454
8,54165,33.7872549,-84.4059126,245.299,0.81,-0.240,6.327,66093.93200,-1,-1,-1,-1.0,-1.000,-1.000,0.481,0.643
8,54166,33.7872548,-84.4059124,245.238,0.81,-0.250,6.320,66093.93200,-1,-1,-1,-1.0,-1.000,-1.000,0.465,0.808
8,54167,33.7872548,-84.4059125,245.167,0.62,-0.260,6.350,66093.93200,-1,-1,-1,-1.0,-1.000,-1.000,0.463,1.000
8,54225,33.7872544,-84.4059125,245.536,0.76,-0.209,6.126,66093.94500,-1,-1,-1,-1.0,-1.000,-1.000,0.383,0.003
8,54226,33.7872544,-84.4059125,245.472,0.81,-0.219,6.139,66093.94500,-1,-1,-1,-1.0,-1.000,-1.000,0.383,0.176
8,54227,33.7872543,-84.4059124,245.410,0.80,-0.230,6.141,66093.94500,-1,-1,-1,-1.0,-1.000,-1.000,0.366,0.343
8,54228,33.7872543,-84.4059125,245.342,0.82,-0.240,6.169,66093.94500,-1,-1,-1,-1.0,-1.000,-1.000,0.363,0.527
8,54229,33.7872543,-84.4059125,245.279,0.80,-0.250,6.175,66093.94500,-1,-1,-1,-1.0,-1.000,-1.000,0.363,0.697
8,54230,33.7872543,-84.4059124,245.215,0.81,-0.260,6.185,66093.94500,-1,-1,-1,-1.0,-1.000,-1.000,0.366,0.870
8,54285,33.7872539,-84.4059126,245.506,0.80,-0.219,6.002,66093.95800,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.084
8,54286,33.7872539,-84.4059126,245.444,0.81,-0.230,6.010,66093.95900,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.251
8,54287,33.7872538,-84.4059125,245.384,0.82,-0.240,6.011,66093.95900,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.414
8,54288,33.7872538,-84.4059125,245.320,0.81,-0.250,6.028,66093.95900,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.586
8,54289,33.7872538,-84.4059125,245.257,0.80,-0.260,6.040,66093.95900,-1,-1,-1,-1.0,-1.000,-1.000,0.265,0.757
8,54290,33.7872537,-84.4059124,245.196,0.79,-0.271,6.046,66093.95900,-1,-1,-1,-1.0,-1.000,-1.000,0.249,0.922
8,54346,33.7872536,-84.4059131,245.535,0.51,-0.219,5.896,66093.97200,-1,-1,-1,-1.0,-1.000,-1.000,0.226,0.005
8,54347,33.7872534,-84.4059127,245.481,0.80,-0.230,5.872,66093.97200,-1,-1,-1,-1.0,-1.000,-1.000,0.181,0.151
8,54348,33.7872534,-84.4059126,245.422,0.81,-0.240,5.875,66093.97200,-1,-1,-1,-1.0,-1.000,-1.000,0.183,0.311
8,54349,33.7872534,-84.4059126,245.360,0.81,-0.250,5.888,66093.97200,-1,-1,-1,-1.0,-1.000,-1.000,0.183,0.478
8,54350,33.7872533,-84.4059125,245.300,0.80,-0.260,5.896,66093.97200,-1,-1,-1,-1.0,-1.000,-1.000,0.168,0.641
8,54351,33.7872533,-84.4059125,245.238,0.80,-0.271,5.909,66093.97200,-1,-1,-1,-1.0,-1.000,-1.000,0.168,0.808
8,54352,33.7872534,-84.4059127,245.168,0.72,-0.281,5.948,66093.97200,-1,-1,-1,-1.0,-1.000,-1.000,0.181,0.997
8,54407,33.7872529,-84.4059127,245.521,0.73,-0.230,5.720,66093.98500,-1,-1,-1,-1.0,-1.000,-1.000,0.082,0.043
8,54408,33.7872529,-84.4059126,245.464,0.80,-0.240,5.723,66093.98500,-1,-1,-1,-1.0,-1.000,-1.000,0.087,0.197
8,54409,33.7872529,-84.4059126,245.402,0.80,-0.250,5.741,66093.98500,-1,-1,-1,-1.0,-1.000,-1.000,0.087,0.365
8,54410,33.7872529,-84.4059126,245.342,0.79,-0.260,5.753,66093.98500,-1,-1,-1,-1.0,-1.000,-1.000,0.087,0.527
8,54411,33.7872528,-84.4059125,245.284,0.78,-0.271,5.758,66093.98500,-1,-1,-1,-1.0,-1.000,-1.000,0.078,0.684
8,54412,33.7872528,-84.4059125,245.221,0.75,-0.281,5.778,66093.98500,-1,-1,-1,-1.0,-1.000,-1.000,0.078,0.854
8,54468,33.7872525,-84.4059128,245.495,0.59,-0.240,5.602,66093.99800,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.114
8,54469,33.7872525,-84.4059129,245.436,0.61,-0.250,5.618,66093.99900,-1,-1,-1,-1.0,-1.000,-1.000,0.017,0.273
8,54470,33.7872525,-84.4059129,245.376,0.56,-0.260,5.632,66093.99900,-1,-1,-1,-1.0,-1.000,-1.000,0.017,0.435
8,54471,33.7872525,-84.4059130,245.253,0.50,-0.281,5.676,66093.99900,-1,-1,-1,-1.0,-1.000,-1.000,0.033,0.768
9,55968,33.7872590,-84.4059641,245.578,0.61,-0.189,7.147,66094.33100,-1,-1,-1,-1.0,-1.000,-1.000,1.000,0.506
9,55969,33.7872589,-84.4059638,245.508,0.65,-0.199,7.138,66094.33100,-1,-1,-1,-1.0,-1.000,-1.000,0.978,0.634
9,56028,33.7872587,-84.4059646,245.819,0.58,-0.158,7.017,66094.34400,-1,-1,-1,-1.0,-1.000,-1.000,0.955,0.066
9,56029,33.7872586,-84.4059643,245.751,0.71,-0.168,6.998,66094.34400,-1,-1,-1,-1.0,-1.000,-1.000,0.929,0.190
9,56030,33.7872584,-84.4059639,245.685,0.70,-0.178,6.971,66094.34400,-1,-1,-1,-1.0,-1.000,-1.000,0.885,0.311
9,56031,33.7872583,-84.4059636,245.619,0.56,-0.189,6.951,66094.34400,-1,-1,-1,-1.0,-1.000,-1.000,0.864,0.431
9,56032,33.7872582,-84.4059634,245.550,0.64,-0.199,6.943,66094.34400,-1,-1,-1,-1.0,-1.000,-1.000,0.845,0.558
9,56033,33.7872581,-84.4059632,245.481,0.72,-0.209,6.942,66094.34400,-1,-1,-1,-1.0,-1.000,-1.000,0.828,0.684
9,56034,33.7872580,-84.4059630,245.414,0.76,-0.219,6.929,66094.34500,-1,-1,-1,-1.0,-1.000,-1.000,0.812,0.806
9,56035,33.7872580,-84.4059629,245.343,0.76,-0.230,6.937,66094.34500,-1,-1,-1,-1.0,-1.000,-1.000,0.813,0.936
9,56093,33.7872579,-84.4059637,245.787,0.70,-0.168,6.798,66094.35800,-1,-1,-1,-1.0,-1.000,-1.000,0.790,0.124
9,56094,33.7872578,-84.4059636,245.720,0.75,-0.178,6.791,66094.35800,-1,-1,-1,-1.0,-1.000,-1.000,0.770,0.247
9,56095,33.7872577,-84.4059633,245.654,0.77,-0.189,6.778,66094.35800,-1,-1,-1,-1.0,-1.000,-1.000,0.752,0.367
9,56096,33.7872576,-84.4059631,245.588,0.79,-0.199,6.769,66094.35800,-1,-1,-1,-1.0,-1.000,-1.000,0.735,0.488
9,56097,33.7872576,-84.4059631,245.517,0.80,-0.209,6.782,66094.35800,-1,-1,-1,-1.0,-1.000,-1.000,0.735,0.618
9,56098,33.7872575,-84.4059629,245.450,0.80,-0.219,6.774,66094.35800,-1,-1,-1,-1.0,-1.000,-1.000,0.720,0.740
9,56099,33.7872574,-84.4059627,245.384,0.82,-0.230,6.768,66094.35800,-1,-1,-1,-1.0,-1.000,-1.000,0.706,0.861
9,56153,33.7872573,-84.4059635,245.819,0.79,-0.168,6.625,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.676,0.066
9,56154,33.7872572,-84.4059632,245.755,0.80,-0.178,6.608,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.659,0.183
9,56155,33.7872572,-84.4059634,245.683,0.81,-0.189,6.636,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.658,0.314
9,56156,33.7872571,-84.4059630,245.621,0.82,-0.199,6.613,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.643,0.428
9,56157,33.7872571,-84.4059631,245.551,0.83,-0.209,6.632,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.642,0.556
9,56158,33.7872570,-84.4059629,245.486,0.82,-0.219,6.625,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.627,0.675
9,56159,33.7872569,-84.4059626,245.421,0.83,-0.230,6.617,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.617,0.793
9,56160,33.7872569,-84.4059626,245.353,0.82,-0.240,6.625,66094.37100,-1,-1,-1,-1.0,-1.000,-1.000,0.617,0.918
9,56218,33.7872568,-84.4059635,245.847,0.72,-0.168,6.484,66094.38400,-1,-1,-1,-1.0,-1.000,-1.000,0.582,0.015
9,56219,33.7872567,-84.4059632,245.784,0.82,-0.178,6.466,66094.38400,-1,-1,-1,-1.0,-1.000,-1.000,0.565,0.130
9,56220,33.7872566,-84.4059631,245.720,0.82,-0.189,6.459,66094.38400,-1,-1,-1,-1.0,-1.000,-1.000,0.548,0.247
9,56221,33.7872566,-84.4059631,245.652,0.83,-0.199,6.474,66094.38400,-1,-1,-1,-1.0,-1.000,-1.000,0.548,0.371
9,56222,33.7872565,-84.4059629,245.589,0.83,-0.209,6.468,66094.38400,-1,-1,-1,-1.0,-1.000,-1.000,0.534,0.486
9,56223,33.7872564,-84.4059626,245.528,0.83,-0.219,6.449,66094.38400,-1,-1,-1,-1.0,-1.000,-1.000,0.526,0.598
9,56224,33.7872565,-84.4059629,245.452,0.83,-0.230,6.497,66094.38400,-1,-1,-1,-1.0,-1.000,-1.000,0.534,0.737
9,56225,33.7872565,-84.4059628,245.387,0.83,-0.240,6.497,66094.38500,-1,-1,-1,-1.0,-1.000,-1.000,0.537,0.856
9,56226,33.7872564,-84.4059627,245.321,0.76,-0.250,6.504,66094.38500,-1,-1,-1,-1.0,-1.000,-1.000,0.522,0.976
9,56282,33.7872562,-84.4059634,245.809,0.83,-0.178,6.332,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.470,0.084
9,56283,33.7872562,-84.4059634,245.743,0.83,-0.189,6.347,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.470,0.205
9,56284,33.7872561,-84.4059630,245.683,0.84,-0.199,6.323,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.458,0.314
9,56285,33.7872560,-84.4059629,245.620,0.84,-0.209,6.323,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.442,0.430
9,56286,33.7872561,-84.4059630,245.552,0.83,-0.219,6.342,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.458,0.554
9,56287,33.7872560,-84.4059629,245.488,0.83,-0.230,6.347,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.442,0.671
9,56288,33.7872560,-84.4059628,245.422,0.83,-0.240,6.356,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.446,0.792
9,56289,33.7872559,-84.4059627,245.359,0.83,-0.250,6.356,66094.39800,-1,-1,-1,-1.0,-1.000,-1.000,0.432,0.907
9,56345,33.7872557,-84.4059633,245.836,0.82,-0.178,6.185,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.377,0.035
9,56346,33.7872556,-84.4059631,245.776,0.83,-0.189,6.174,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.362,0.144
9,56347,33.7872557,-84.4059633,245.709,0.85,-0.199,6.199,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.377,0.267
9,56348,33.7872556,-84.4059632,245.645,0.84,-0.209,6.204,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.360,0.384
9,56349,33.7872556,-84.4059630,245.585,0.84,-0.219,6.198,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.365,0.494
9,56350,33.7872556,-84.4059631,245.517,0.83,-0.230,6.222,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.362,0.618
9,56351,33.7872555,-84.4059629,245.457,0.83,-0.240,6.213,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.351,0.728
9,56352,33.7872554,-84.4059627,245.397,0.84,-0.250,6.208,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.343,0.837
9,56353,33.7872554,-84.4059627,245.330,0.78,-0.260,6.228,66094.41100,-1,-1,-1,-1.0,-1.000,-1.000,0.343,0.960
9,56409,33.7872554,-84.4059638,245.855,0.67,-0.178,6.088,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.323,0.000
9,56410,33.7872553,-84.4059636,245.795,0.84,-0.188,6.078,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.301,0.110
9,56411,33.7872552,-84.4059634,245.736,0.84,-0.199,6.068,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.282,0.218
9,56412,33.7872552,-84.4059633,245.674,0.85,-0.209,6.074,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.284,0.331
9,56413,33.7872552,-84.4059633,245.611,0.85,-0.219,6.085,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.284,0.446
9,56414,33.7872551,-84.4059631,245.551,0.84,-0.230,6.079,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.556
9,56415,33.7872551,-84.4059630,245.490,0.85,-0.240,6.079,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.274,0.667
9,56416,33.7872550,-84.4059629,245.428,0.84,-0.250,6.087,66094.42400,-1,-1,-1,-1.0,-1.000,-1.000,0.262,0.781
9,56417,33.7872550,-84.4059628,245.368,0.83,-0.260,6.087,66094.42500,-1,-1,-1,-1.0,-1.000,-1.000,0.268,0.890
9,56477,33.7872549,-84.4059637,245.822,0.84,-0.189,5.940,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.228,0.060
9,56478,33.7872548,-84.4059637,245.760,0.84,-0.199,5.949,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.209,0.174
9,56479,33.7872547,-84.4059633,245.706,0.85,-0.209,5.922,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.190,0.272
9,56480,33.7872548,-84.4059635,245.639,0.85,-0.219,5.956,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.207,0.395
9,56481,33.7872547,-84.4059634,245.579,0.85,-0.230,5.959,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.188,0.505
9,56482,33.7872547,-84.4059633,245.519,0.85,-0.240,5.960,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.190,0.614
9,56483,33.7872547,-84.4059633,245.455,0.85,-0.250,5.979,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.190,0.731
9,56484,33.7872545,-84.4059630,245.401,0.84,-0.260,5.959,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.170,0.830
9,56485,33.7872546,-84.4059631,245.333,0.83,-0.271,5.991,66094.43800,-1,-1,-1,-1.0,-1.000,-1.000,0.180,0.954
9,56543,33.7872545,-84.4059640,245.844,0.77,-0.189,5.824,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.170,0.020
9,56544,33.7872544,-84.4059639,245.785,0.84,-0.199,5.825,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.146,0.128
9,56545,33.7872544,-84.4059637,245.728,0.84,-0.209,5.820,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.135,0.232
9,56546,33.7872543,-84.4059636,245.669,0.85,-0.219,5.822,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.114,0.340
9,56547,33.7872543,-84.4059637,245.607,0.85,-0.230,5.841,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.117,0.453
9,56548,33.7872543,-84.4059635,245.550,0.85,-0.240,5.835,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.113,0.558
9,56549,33.7872541,-84.4059632,245.496,0.85,-0.250,5.816,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.089,0.656
9,56550,33.7872542,-84.4059634,245.427,0.85,-0.260,5.859,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.095,0.782
9,56551,33.7872541,-84.4059631,245.374,0.85,-0.271,5.844,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.098,0.879
9,56552,33.7872541,-84.4059633,245.308,0.76,-0.281,5.873,66094.45100,-1,-1,-1,-1.0,-1.000,-1.000,0.081,1.000
9,56606,33.7872540,-84.4059642,245.811,0.75,-0.199,5.708,66094.46400,-1,-1,-1,-1.0,-1.000,-1.000,0.123,0.080
9,56607,33.7872540,-84.4059641,245.754,0.75,-0.209,5.708,66094.46400,-1,-1,-1,-1.0,-1.000,-1.000,0.110,0.185
9,56608,33.7872538,-84.4059637,245.702,0.74,-0.219,5.681,66094.46400,-1,-1,-1,-1.0,-1.000,-1.000,0.037,0.280
9,56609,33.7872539,-84.4059639,245.636,0.75,-0.230,5.721,66094.46400,-1,-1,-1,-1.0,-1.000,-1.000,0.073,0.400
9,56610,33.7872539,-84.4059638,245.580,0.74,-0.240,5.718,66094.46400,-1,-1,-1,-1.0,-1.000,-1.000,0.060,0.503
9,56611,33.7872538,-84.4059637,245.520,0.74,-0.250,5.728,66094.46400,-1,-1,-1,-1.0,-1.000,-1.000,0.037,0.612
9,56612,33.7872538,-84.4059637,245.461,0.74,-0.260,5.737,66094.46400,-1,-1,-1,-1.0,-1.000,-1.000,0.037,0.720
9,56613,33.7872538,-84.4059636,245.403,0.73,-0.271,5.741,66094.46500,-1,-1,-1,-1.0,-1.000,-1.000,0.024,0.826
9,56614,33.7872537,-84.4059635,245.345,0.74,-0.281,5.746,66094.46500,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.932
10,57926,33.7872632,-84.4060199,245.851,0.68,-0.148,8.061,66094.77000,-1,-1,-1,-1.0,-1.000,-1.000,1.000,0.340
10,57927,33.7872631,-84.4060196,245.774,0.72,-0.158,8.036,66094.77000,-1,-1,-1,-1.0,-1.000,-1.000,0.989,0.423
10,57928,33.7872630,-84.4060194,245.692,0.75,-0.168,8.034,66094.77000,-1,-1,-1,-1.0,-1.000,-1.000,0.978,0.512
10,57929,33.7872630,-84.4060195,245.608,0.72,-0.178,8.050,66094.77000,-1,-1,-1,-1.0,-1.000,-1.000,0.977,0.603
10,57930,33.7872629,-84.4060191,245.531,0.73,-0.189,8.028,66094.77000,-1,-1,-1,-1.0,-1.000,-1.000,0.968,0.686
10,57985,33.7872627,-84.4060199,245.882,0.77,-0.148,7.913,66094.78400,-1,-1,-1,-1.0,-1.000,-1.000,0.940,0.306
10,57986,33.7872625,-84.4060193,245.809,0.77,-0.158,7.866,66094.78400,-1,-1,-1,-1.0,-1.000,-1.000,0.919,0.385
10,57987,33.7872626,-84.4060196,245.722,0.77,-0.168,7.905,66094.78400,-1,-1,-1,-1.0,-1.000,-1.000,0.929,0.479
10,57988,33.7872625,-84.4060194,245.643,0.75,-0.178,7.899,66094.78400,-1,-1,-1,-1.0,-1.000,-1.000,0.919,0.565
10,57989,33.7872624,-84.4060192,245.565,0.74,-0.189,7.891,66094.78400,-1,-1,-1,-1.0,-1.000,-1.000,0.908,0.649
10,57990,33.7872623,-84.4060189,245.488,0.76,-0.199,7.880,66094.78400,-1,-1,-1,-1.0,-1.000,-1.000,0.899,0.733
10,58042,33.7872623,-84.4060201,245.987,0.71,-0.137,7.781,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.893,0.193
10,58043,33.7872622,-84.4060199,245.910,0.77,-0.148,7.768,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.881,0.276
10,58044,33.7872621,-84.4060197,245.832,0.78,-0.158,7.760,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.870,0.360
10,58045,33.7872621,-84.4060196,245.754,0.77,-0.168,7.759,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.870,0.445
10,58046,33.7872620,-84.4060195,245.673,0.77,-0.178,7.769,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.859,0.532
10,58047,33.7872620,-84.4060194,245.595,0.73,-0.189,7.766,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.859,0.617
10,58048,33.7872619,-84.4060192,245.518,0.74,-0.199,7.764,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.849,0.700
10,58049,33.7872619,-84.4060191,245.438,0.77,-0.209,7.773,66094.79700,-1,-1,-1,-1.0,-1.000,-1.000,0.850,0.787
