sign_id,Shape,RFRAME,LFRAME,SEQUENCE,TC,OVERHEAD,CONDITION,SUPPORT,mutcd_code,ID,long,lat,alt,X1,Y1,X2,Y2,rclink,RouteNo,County,District,ImagePath,physical_condition,overhead_type,frame_id_2018,frame_path_2018,bbox_x1,bbox_y1,bbox_x2,bbox_y2
14245,,2945,2947,FR_I285_Lane5_CW_Run1(0).avi,51992.394,0,0,0,WZ-1e,1009,-84.4479023,33.89870433,269.1865571,1988.59908,687.07373,1315.11705,707.37972,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02945.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14248,,2928,2929,FR_I285_Lane5_CW_Run1(0).avi,51988.891,0,0,0,G20-2,1012,-84.44853237,33.89813627,270.7169257,1902.73397,789.1832,1577.32069,778.03197,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02928.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,737,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0/00737.jpg,1860.48,719.36,2044.08,860.16
14250,,2895,2896,FR_I285_Lane5_CW_Run1(0).avi,51982.394,0,0,0,R2-1,1014,-84.44970951,33.89704002,272.8957685,2399.70366,736.00447,2021.57545,730.93573,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02895.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,704,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0/00704.jpg,2230.74,619.52,2402.1,862.72
14253,,2891,2893,FR_I285_Lane5_CW_Run1(0).avi,51981.787,1,0,0,E0-3,1017,-84.44982121,33.89711917,280.0446379,522.06593,128.08614,444.00729,279.13467,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02891.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14257,,2729,2730,FR_I285_Lane5_CW_Run1(0).avi,51948.19,0,0,0,D10-4,1021,-84.45635851,33.89216824,273.4900469,2047.91451,853.22216,1750.38892,823.74594,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02729.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14260,,2386,2387,FR_I285_Lane5_CW_Run1(0).avi,51878.5,0,0,0,MEM-1,1036,-84.47102212,33.88310097,293.1024307,1809.99262,715.00738,1446.4059,718.39483,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02386.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20384,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20384.jpg,1306.62,624.64,1973.7,842.24
14261,,2380,2382,FR_I285_Lane5_CW_Run1(0).avi,51877.44,0,0,0,E5-1a,1037,-84.47118935,33.88291926,293.0974702,1791.87823,717.16974,1181.00738,736.36531,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02380.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20379,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20379.jpg,1545.3,552.96,1915.56,852.48
14263,,2349,2351,FR_I285_Lane5_CW_Run1(0).avi,51870.939,1,0,0,E6-2,1039,-84.47206033,33.88190512,299.4744376,162.5572,113.64576,211.1107,279.631,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02349.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14264,,2348,2351,FR_I285_Lane5_CW_Run1(0).avi,51870.939,1,0,0,E6-2,1040,-84.4719902,33.88189427,300.5625627,762.09963,83.0369,623.21402,298.7048,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02348.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14265,,2345,2346,FR_I285_Lane5_CW_Run1(0).avi,51869.913,0,0,0,W1-4c,1041,-84.47213908,33.88154597,292.3229623,2140.40678,796.11864,1720.30509,783.15254,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02345.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14386,,2648,2649,FR_I285_Lane5_CW_Run1(0).avi,51932.202,0,1,0,W8-13,1023,-84.46027834,33.89042241,285.5164843,1873.45225,680.09151,1396.59549,684.14987,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02648.jpg"" width=""512"" height=""384"" />",Surface Failure,Ground,None,None,None,None,None,None
14387,,2609,2610,FR_I285_Lane5_CW_Run1(0).avi,51924.188,0,0,0,W8-13,1024,-84.46200146,33.88946445,289.5773264,1917.78967,693.39483,1465,712.59041,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02609.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14390,,2528,2529,FR_I285_Lane5_CW_Run1(0).avi,51907.717,0,0,0,W1-4c,1027,-84.46543852,33.88724823,284.9037413,1739.34942,722.96173,1211.10482,722.96173,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02528.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14392,,2501,2502,FR_I285_Lane5_CW_Run1(0).avi,51902.44,0,0,0,E5-1a,1029,-84.46659424,33.88651249,283.7971466,2274.87454,623.5203,1519.47233,660.78229,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02501.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14393,,2444,2446,FR_I285_Lane5_CW_Run1(0).avi,51891.004,1,0,0,E6-2,1030,-84.46876923,33.88515583,295.2058877,421.59682,90.06499,392.17374,271.67639,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02444.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14395,,2445,2447,FR_I285_Lane5_CW_Run1(0).avi,51891.213,0,0,0,MEM-1,1032,-84.46882343,33.88501735,287.7484822,2028.37931,746.19363,1379.04244,739.09151,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02445.jpg"" width=""512"" height=""384"" />",Surface Failure,Ground,20444,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20444.jpg,1220.94,611.84,1719.72,816.64
14396,,2411,2413,FR_I285_Lane5_CW_Run1(0).avi,51883.951,0,0,0,MEM-1,1033,-84.47015438,33.88399171,291.0675962,1682.53137,709.71587,1130.37638,724.39483,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02411.jpg"" width=""512"" height=""384"" />",Good,Ground,20410,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20410.jpg,1340.28,583.68,1811.52,867.84
14397,,2410,2411,FR_I285_Lane5_CW_Run1(0).avi,51883.529,0,0,0,D10-4,1034,-84.47026558,33.88390107,291.1220867,2130.09225,764.62362,1518.09225,758.97786,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02410.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20408,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20408.jpg,1921.68,524.8,2093.04,952.32
14398,,2303,2305,FR_I285_Lane5_CW_Run1(0).avi,51861.721,4,1,0,D3-1,1045,-84.47302391,33.87990108,295.8226674,833.42373,72.61017,605.22034,344.8983,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02303.jpg"" width=""512"" height=""384"" />",Surface Failure,Bridge-Mounted,None,None,None,None,None,None
14400,,2277,2280,FR_I285_Lane5_CW_Run1(0).avi,51856.897,1,0,0,E6-2,1047,-84.47341271,33.87897417,298.6192047,467.77966,82.98305,402.98893,323.8524,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02277.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14404,,2264,2265,FR_I285_Lane5_CW_Run1(0).avi,51853.987,0,0,0,D12-5,1051,-84.4736982,33.8781674,291.6120819,1796.9496,584.50133,1351.54509,625.08488,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02264.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20264,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20264.jpg,1869.66,225.28,2270.52,775.68
14405,,2240,2241,FR_I285_Lane5_CW_Run1(0).avi,51849.275,0,0,0,D9-18e,1052,-84.47401815,33.87719869,290.8664542,1920.82288,695.16974,1618.21033,699.68635,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02240.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20240,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20240.jpg,1716.66,409.6,2270.52,872.96
14407,,2186,2187,FR_I285_Lane5_CW_Run1(0).avi,51838.676,0,0,0,DEST-1,1054,-84.47500276,33.87487854,290.4465807,2121.31365,691.84133,1656.10332,703.13284,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02186.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20186,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20186.jpg,1487.16,547.84,2215.44,862.72
14408,,2167,2169,FR_I285_Lane5_CW_Run1(0).avi,51835.154,0,0,0,R2-1,1055,-84.47533749,33.87411692,291.5859855,1886.05166,698.3321,1206.30258,708.49446,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02167.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20169,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20169.jpg,1961.46,524.8,2279.7,903.68
14411,,2150,2153,FR_I285_Lane5_CW_Run1(0).avi,51832.038,1,0,0,E1-1,1058,-84.47562726,33.87364674,299.8681427,138.81698,102.00663,175.34218,352.61008,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02150.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14413,,2126,2128,FR_I285_Lane5_CW_Run1(0).avi,51827.068,0,0,0,WZ-1F,1060,-84.47604232,33.87240165,296.046237,1629.22878,648.22878,1077.0738,680.97417,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02126.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14415,,2104,2106,FR_I285_Lane5_CW_Run1(0).avi,51822.56,0,0,0,D9-18,1062,-84.47632529,33.87149812,298.7559857,2004.26923,652.98939,1476.68302,676.32493,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02104.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20107,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20107.jpg,2019.6,399.36,2441.88,875.52
14416,,2087,2089,FR_I285_Lane5_CW_Run1(0).avi,51819.106,0,0,0,D10-4,1063,-84.476671,33.87076347,300.127972,1889.49488,772.8248,1321.15653,756.24443,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02087.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14419,,2017,2018,FR_I285_Lane5_CW_Run1(0).avi,51804.274,0,0,0,W4-1,1066,-84.4779304,33.86771357,312.9715745,2415.20664,496.08856,1771.59041,558.19188,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\02017.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,20019,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/20019.jpg,1903.32,358.4,2145.06,714.24
14420,,1974,1976,FR_I285_Lane5_CW_Run1(0).avi,51795.556,0,0,0,D9-18,1067,-84.47858788,33.86598227,319.5659729,2094.57904,621.59068,1477.23295,664.86855,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01974.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19978,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19978.jpg,1741.14,350.72,2276.64,849.92
14422,,1907,1910,FR_I285_Lane5_CW_Run1(0).avi,51782.742,1,0,0,E1-1,1069,-84.47982337,33.86332249,327.9282715,107.32203,197.08475,172.15254,394.16949,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01907.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14424,,1875,1877,FR_I285_Lane5_CW_Run1(0).avi,51776.254,0,0,0,E5-1a,1071,-84.48035283,33.86177514,320.8572183,2202.66556,590.95008,1293.83028,667.3228,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01875.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14426,,1842,1844,FR_I285_Lane5_CW_Run1(0).avi,51769.659,1,0,0,E1-2b,1073,-84.4809106,33.86050342,322.5879762,824.85809,126.03581,646.29045,301.55968,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01842.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14427,,1823,1825,FR_I285_Lane5_CW_Run1(0).avi,51765.748,0,0,0,D9-18,1074,-84.48115371,33.85963223,316.61186,2295.06499,600.43501,1660.94695,643.04774,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01823.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14428,,1778,1780,FR_I285_Lane5_CW_Run1(0).avi,51756.404,0,0,0,D9-18,1075,-84.4819117,33.85775741,311.8943385,2143.15129,668.45757,1605.67528,674.10332,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01778.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14429,,1711,1713,FR_I285_Lane5_CW_Run1(0).avi,51742.709,4,0,0,D3-1,1076,-84.4832293,33.85498875,308.5411389,76.20339,137.44068,145.42804,395.27675,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01711.jpg"" width=""512"" height=""384"" />",Good Condition,Bridge-Mounted,None,None,None,None,None,None
14432,,1647,1648,FR_I285_Lane5_CW_Run1(0).avi,51729.265,0,0,0,D9-18,1079,-84.48421081,33.85218392,298.9847006,2146.57934,602.29151,1766.05535,628.26199,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01647.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14433,,1632,1634,FR_I285_Lane5_CW_Run1(0).avi,51726.34,0,0,0,WZ-1F,1080,-84.48449614,33.85159762,296.1634351,1796.2122,720.42706,1220.94032,725.5,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01632.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14435,,1595,1596,FR_I285_Lane5_CW_Run1(0).avi,51718.342,0,0,0,R2-1,1082,-84.48515458,33.84997442,290.7519648,2078.77491,658.19557,1574.04428,680.7786,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01595.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14437,,1560,1562,FR_I285_Lane5_CW_Run1(0).avi,51711.121,3,0,0,E1-2d,1084,-84.48570282,33.84857968,290.6806069,1790.32203,15.55932,1250.9322,261.91525,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01560.jpg"" width=""512"" height=""384"" />",Good Condition,Butterfly,None,None,None,None,None,None
14438,,1481,1482,FR_I285_Lane5_CW_Run1(0).avi,51694.491,0,0,0,MEM-1,1086,-84.48705494,33.84514853,277.2010272,2133.29045,708.44164,1490.04111,717.57294,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01481.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14440,,1427,1429,FR_I285_Lane5_CW_Run1(0).avi,51683.527,4,1,0,D3-1,1089,-84.48738159,33.84290282,283.6091425,400.35593,49.27119,366.64407,383.79661,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01427.jpg"" width=""512"" height=""384"" />",Surface Failure,Bridge-Mounted,None,None,None,None,None,None
14441,,1380,1381,FR_I285_Lane5_CW_Run1(0).avi,51672.127,0,0,0,E5-1a,1090,-84.48712346,33.84072249,282.7446458,1806.63561,587.03827,1376.40266,627.77038,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01380.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19390,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19390.jpg,1655.46,432.64,2059.38,721.92
14444,,1356,1358,FR_I285_Lane5_CW_Run1(0).avi,51666.784,1,0,0,E1-2b,1093,-84.48702509,33.83978392,287.2403783,955.30508,15.55932,733.58303,257.04059,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01356.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14445,,1342,1344,FR_I285_Lane5_CW_Run1(0).avi,51663.567,0,0,0,W24-1c,1094,-84.48691365,33.83906121,280.5722671,2085.94915,588.66102,1175.72881,650.89831,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01342.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14448,,1312,1313,FR_I285_Lane5_CW_Run1(0).avi,51656.448,0,1,0,W5-4-1,1097,-84.48673512,33.83769235,276.333632,2040.30186,133.1119,2271.99157,118.81203,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01312.jpg"" width=""512"" height=""384"" />",Surface Failure,Ground,19323,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19323.jpg,1952.28,284.16,2359.26,824.32
14450,,1302,1303,FR_I285_Lane5_CW_Run1(0).avi,51654.177,0,0,0,WZ-1F,1099,-84.48666901,33.83723915,274.7297298,2417.88136,614.59322,1668.44068,645.71186,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01302.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14452,,1299,1300,FR_I285_Lane5_CW_Run1(0).avi,51653.514,0,0,0,W8-13,1101,-84.48665104,33.83714017,274.4784254,1871.73063,624.45388,1424.58672,650.42435,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01299.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19310,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19310.jpg,1658.52,412.16,2016.54,814.08
14453,,1283,1285,FR_I285_Lane5_CW_Run1(0).avi,51650.258,0,0,0,DEST-1,1102,-84.4865431,33.83650166,272.9970071,1917.56458,594.54981,1295.40221,641.97417,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01283.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19295,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19295.jpg,1334.16,355.84,2114.46,796.16
14454,,1280,1282,FR_I285_Lane5_CW_Run1(0).avi,51649.607,0,0,0,W21-5b,1103,-84.48655545,33.83632828,271.8904997,1864.76015,630.87454,1091.29151,680.5572,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01280.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19292,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19292.jpg,1526.94,407.04,1866.6,816.64
14457,,1281,1282,FR_I285_Lane5_CW_Run1(0).avi,51649.607,0,0,0,W7-3a,1106,-84.48656023,33.83632544,270.9107777,1805.01565,871.12703,1319.57917,822.30704,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01281.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19292,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19292.jpg,1548.36,788.48,1713.6,934.4
14458,,1269,1271,FR_I285_Lane5_CW_Run1(0).avi,51647.224,0,0,0,D9-18,1107,-84.48641537,33.83593081,271.1541185,1998.29178,647.68302,1470.70557,674.06233,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01269.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19281,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0013/19281.jpg,1640.16,412.16,2120.58,824.32
14460,,1215,1217,FR_I285_Lane5_CW_Run1(0).avi,51636.013,3,0,0,E0-1,1109,-84.48616481,33.83356289,270.6312958,1209.07488,226.74043,922.6772,383.30449,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01215.jpg"" width=""512"" height=""384"" />",Good Condition,Butterfly,19228,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/19228.jpg,838.44,17.92,1539.18,404.48
14461,,1183,1184,FR_I285_Lane5_CW_Run1(0).avi,51629.314,0,0,0,R2-1,1110,-84.48597956,33.83202037,265.7499443,1721.88561,731.10332,1340.23247,729.97417,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01183.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19196,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/19196.jpg,2105.28,540.16,2435.76,970.24
14464,,1155,1157,FR_I285_Lane5_CW_Run1(0).avi,51623.983,0,0,0,D9-18,1113,-84.48591171,33.83086127,265.6477104,1845.1107,660.00738,1330.21771,708.56089,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01155.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19169,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/19169.jpg,1860.48,314.88,2405.16,916.48
14465,,1121,1122,FR_I285_Lane5_CW_Run1(0).avi,51616.955,0,0,0,D10-4,1114,-84.48626402,33.82925383,263.3938477,2221.85691,800.32945,1738.16306,779.96339,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01121.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19134,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/19134.jpg,2157.3,634.88,2310.3,929.28
14468,,1049,1050,FR_I285_Lane5_CW_Run1(0).avi,51602.48,0,0,0,W4-1,1117,-84.48802273,33.82638083,262.7525175,2065.20339,635.33898,1525.81356,661.27119,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01049.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,19063,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/19063.jpg,1967.58,422.4,2301.12,839.68
14471,,1005,1007,FR_I285_Lane5_CW_Run1(0).avi,51593.544,4,0,0,MEM-1,1121,-84.48954961,33.82504075,266.7013383,382.20339,171.15254,332.9322,373.42373,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01005.jpg"" width=""512"" height=""384"" />",Good Condition,Bridge-Mounted,None,None,None,None,None,None
14472,,1005,1007,FR_I285_Lane5_CW_Run1(0).avi,51593.544,4,1,0,D3-1,1122,-84.48952695,33.82503095,266.8501554,729.69492,184.11864,558.54237,378.61017,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\01005.jpg"" width=""512"" height=""384"" />",Surface Failure,Bridge-Mounted,None,None,None,None,None,None
14474,,972,973,FR_I285_Lane5_CW_Run1(0).avi,51586.666,0,0,0,WZ-1F,1124,-84.49077732,33.82383056,264.9223352,2117.2995,650.3178,1561.05158,671.95674,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00972.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
14475,,965,967,FR_I285_Lane5_CW_Run1(0).avi,51585.495,0,0,0,E5-1a,1125,-84.49098034,33.8236498,265.1723673,1788.53137,645.68266,1162.98155,686.3321,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00965.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,18981,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/18981.jpg,1845.18,430.08,2175.66,808.96
14477,,936,938,FR_I285_Lane5_CW_Run1(0).avi,51579.929,1,0,0,E1-2a,1127,-84.49193769,33.82280748,270.9169133,735.72016,227.24668,606.86737,373.34748,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00936.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
14480,,801,803,FR_I285_Lane5_CW_Run1(0).avi,51552.419,3,0,0,E1-1,1130,-84.49569765,33.81765193,264.0289118,1396.15254,41.49153,991.61017,274.88136,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00801.jpg"" width=""512"" height=""384"" />",Good Condition,Butterfly,18816,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/18816.jpg,737.46,38.4,1187.28,522.24
14481,,799,800,FR_I285_Lane5_CW_Run1(0).avi,51551.8,0,0,0,D10-4,1131,-84.49579786,33.8174904,258.5688378,1781.69004,787.94834,1385.35793,775.52768,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00799.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,18816,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/18816.jpg,2034.9,606.72,2190.96,954.88
14483,,790,791,FR_I285_Lane5_CW_Run1(0).avi,51549.98,0,0,0,CLEAN-1,1133,-84.49601792,33.81713117,258.1382971,1795.43911,761.46494,1378.78229,754.69004,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00790.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,18808,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/18808.jpg,1759.5,576,2071.62,867.84
14485,,783,785,FR_I285_Lane5_CW_Run1(0).avi,51548.79,0,0,0,R2-1,1135,-84.49616796,33.8168886,258.0799905,1844.2122,673.53714,1139.172,702.89085,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00783.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,18801,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/18801.jpg,1967.58,509.44,2255.22,911.36
14486,,765,767,FR_I285_Lane5_CW_Run1(0).avi,51545.223,0,0,0,D7-1a,1136,-84.4964991,33.81618691,257.0539507,2309.58569,565.94676,1654.05325,620.68053,671040700,407,67,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\00765.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,18782,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0012/18782.jpg,1585.08,491.52,2184.84,716.8
